title,year,genre,duration
Madame X,1929,Drama,95
L'isola del peccato,1929,Drama,110
La compagnia d'assalto,1929,Drama,111
Marianne,1929,Drama,80
Uomini di domenica,1930,Comedy,73
Rosa del Messico,1929,Drama,60
Il conte di Montecristo,1929,Adventure,223
Il viaggio di mamma Krausens verso la felicità,1929,Drama,121
Il drago rosso,1929,Thriller,80
L'isola misteriosa,1929,Adventure,95
Navy Blues,1929,Comedy,77
Notti di New York,1929,Crime,82
L'arca di Noè,1928,Drama,135
Les nouveaux messieurs,1929,Comedy,135
La nuova Babilonia,1929,Drama,120
Oblomok imperii,1929,Drama,96
On with the Show!,1929,Musical,104
Ragazze americane,1929,Drama,76
L'isola del sole,1929,Drama,83
Piccadilly,1929,Drama,92
Prapancha Pash,1929,Adventure,74
Prividenie kotoroe ne vozvrashchaetsya,1930,Drama,67
La regina Kelly,1932,Drama,101
The Racketeer,1929,Crime,68
Redskin,1929,Western,82
Rio Rita,1929,Adventure,140
Il fiume,1928,Drama,84
Arcobaleno,1930,Comedy,96
Rotaie,1929,Drama,91
Sally,1929,Musical,103
Saluto militare,1929,Drama,84
Lui lei l'altra,1929,Comedy,63
Seven Keys to Baldpate,1929,Comedy,72
Clem bizzarro monello,1929,Drama,70
Show Boat,1929,Drama,147
Rivista delle nazioni,1929,Musical,128
The Silent Enemy,1930,Drama,84
Donna che ama,1929,Drama,73
Fatemi la corte,1929,Comedy,98
Der Sonderling,1929,Comedy,88
Cuori e motori,1929,Drama,76
Io... e l'amore,1929,Comedy,76
The Squall,1929,Drama,105
Il vecchio e il nuovo,1929,Drama,121
La ragazza del bacio,1929,Drama,87
The Studio Murder Mystery,1929,Crime,62
Il sorriso della vita,1929,Comedy,121
Il diario di una donna perduta,1929,Drama,104
La bisbetica domata,1929,Comedy,63
Tanned Legs,1929,Comedy,71
Ritorna il sole,1929,Drama,65
They Had to See Paris,1929,Comedy,95
The Thirteenth Chair,1929,Drama,72
La mazzata,1929,Crime,85
L'ondata dei forti,1929,Western,73
Tôkyô kôshinkyoku,1929,Drama,101
L'intrusa,1929,Drama,90
The Trial of Mary Dugan,1929,Drama,113
Lo spettro verde,1929,Mystery,94
L'indomabile,1929,Adventure,86
The Vagabond Lover,1929,Comedy,65
The Valiant,1929,Drama,66
Verdun visions d'histoire,1928,History,151
L'uomo della Virginia,1929,Romance,91
Giorni di gioventù,1929,Comedy,103
La tragedia di Pizzo Palù,1929,Action,150
Evviva il pericolo!,1929,Comedy,113
Vendetta d'oriente,1929,Drama,65
Why Be Good?,1929,Comedy,84
Orchidea selvaggia,1929,Romance,100
L'allegra brigata,1929,Comedy,77
Nina Petrowna,1929,Drama,102
La nuova generazione,1929,Drama,75
Il cavaliere della libertà,1930,Biography,96
All'ovest niente di nuovo,1930,Drama,152
Animal Crackers,1930,Comedy,97
Anna Christie,1930,Drama,89
Anna Christie,1930,Drama,85
Il tempio delle tentazioni,1930,Drama,85
Back Pay,1930,Drama,63
The Bat Whispers,1930,Crime,83
Be Yourself!,1930,Comedy,65
Beau Ideal,1931,Adventure,79
The Benson Murder Case,1930,Crime,65
Carcere,1930,Crime,87
La conquista dell'America,1930,Comedy,72
Il grande sentiero,1930,Adventure,125
Billy the Kid,1930,Action,98
The Bishop Murder Case,1929,Drama,88
L'angelo azzurro,1930,Drama,104
Borderline,1930,Drama,63
Temerario nato,1930,Crime,82
Bright Lights,1930,Drama,69
La sivigliana,1930,Musical,100
Captain Thunder,1930,Adventure,65
Charley's Aunt,1930,Comedy,88
Check and Double Check,1930,Comedy,77
Children of Pleasure,1930,Comedy,70
Il nostro pane quotidiano,1930,Drama,77
Conspiracy,1930,Mystery,69
A Cottage on Dartmoor,1929,Crime,88
The Cuckoos,1930,Comedy,97
Nella morsa delle rotaie,1930,Adventure,74
La beffa della vita,1931,Drama,86
La squadriglia dell'aurora,1930,Action,108
The Devil to Pay!,1930,Comedy,72
The Devil's Holiday,1930,Drama,80
La divorziata,1930,Romance,84
Dixiana,1930,Comedy,100
The Doorway to Hell,1930,Crime,78
Il guerriero,1930,Comedy,79
La sirenetta dell'autostrada,1930,Comedy,99
Parla elstree,1930,Comedy,86
Extravagance,1930,Drama,71
The Fall Guy,1930,Comedy,66
Fast and Loose,1930,Comedy,70
The Menace,1932,Crime,64
Piano coi piedi,1930,Adventure,93
The Flirting Widow,1930,Comedy,72
Ragazze e giovanotti del 1890,1930,Drama,79
Follow Thru,1930,Comedy,92
For the Defense,1930,Crime,65
Framed,1930,Action,65
Chi non cerca... trova,1930,Comedy,92
Come rubai mia moglie,1930,Comedy,93
Going Wild,1930,Musical,68
Golden Dawn,1930,Comedy,81
Good News,1930,Comedy,78
La dea verde,1930,Adventure,73
Half Shot at Sunrise,1930,Comedy,78
Giorni felici,1929,Musical,80
Il porto dell'inferno,1930,Drama,93
Gli angeli dell'inferno,1930,Drama,127
La stella della Taverna Nera,1930,Crime,85
Passeggiate allegramente!,1930,Crime,95
Holiday,1930,Comedy,91
Hook Line and Sinker,1930,Comedy,75
Inside the Lines,1930,Drama,72
Journey's End,1930,Drama,120
I prodigi del 2000,1930,Comedy,113
Il re del jazz,1930,Animation,99
Femmine di lusso,1930,Drama,99
The Lady of Scandal,1930,Romance,76
Notte di peccato,1930,Drama,92
La sferzata,1930,Action,77
Laughter,1930,Comedy,85
La moglie bella,1930,Comedy,79
Nel regno della fantasia,1930,Comedy,77
The Life of the Party,1930,Comedy,79
The Light of Western Stars,1930,Action,70
La leggenda di Liliom,1930,Drama,94
Piccolo Cesare,1931,Action,79
Loose Ankles,1930,Comedy,69
Lord Byron of Broadway,1930,Drama,80
The Pay-Off,1930,Action,65
La moglie n. 66,1930,Musical,80
Love in the Rough,1930,Comedy,84
Lovin' the Ladies,1930,Comedy,65
Madame Satan,1930,Comedy,116
Nomadi del canto,1930,Comedy,84
Manslaughter,1930,Romance,85
Mary,1931,Mystery,78
The Matrimonial Bed,1930,Comedy,69
Maybe It's Love,1930,Comedy,72
The Medicine Man,1930,Comedy,66
Il sottomarino,1930,Action,77
Castigo,1930,Comedy,69
Moby Dick il mostro bianco,1930,Adventure,80
Un marito fuori posto,1930,Comedy,89
Monte Carlo,1930,Comedy,90
Marocco,1930,Drama,92
Omicidio!,1930,Crime,104
Passione cosacca,1930,Drama,78
Gabbia di matti,1930,Comedy,76
La donna e la femmina,1930,Drama,69
La dattilografa,1930,Drama,59
One Night at Susie's,1930,Drama,62
Notte romantica,1930,Comedy,73
Ragazze che sognano,1930,Drama,102
Outside the Law,1930,Crime,79
Outward Bound,1930,Drama,83
Debito d'odio,1930,Drama,86
Paramount revue,1930,Comedy,102
Party Girl,1930,Crime,67
Passion Flower,1930,Drama,79
La petite Lise,1930,Drama,84
Vertigine del lusso,1930,Comedy,66
Prazdnik svyatogo Yorgena,1930,Comedy,83
Miss Europa,1930,Drama,93
Vertigine,1930,Music,88
Una notte celestiale,1931,Comedy,82
Raffles,1930,Adventure,72
Luci del circo,1930,Comedy,88
Sono stato bocciato ma...,1930,Comedy,65
Reaching for the Moon,1930,Comedy,91
Redenzione,1930,Drama,75
La banda dei fantasmi,1930,Adventure,65
La spia,1930,Action,84
The Return of Dr. Fu Manchu,1930,Adventure,73
River's End,1930,Drama,75
Dall'ombra alla luce,1930,Drama,74
Amor gitano,1930,Musical,104
Una volpe a corte,1937,Animation,63
Romanzo,1930,Drama,76
La famiglia reale di Broadway,1930,Comedy,82
Runaway Bride,1930,Crime,69
Le sang d'un poète,1930,Fantasy,55
Sarah and Son,1930,Drama,86
Il vampiro del mare,1930,Action,58
La crociera del folle,1930,Action,67
Show Girl in Hollywood,1930,Comedy,80
The Silver Horde,1930,Drama,75
The Sin Ship,1931,Drama,65
Sin Takes a Holiday,1930,Comedy,81
La vacanza del peccatore,1930,Adventure,60
Ombre e luci,1930,Drama,67
So Long Letty,1929,Comedy,64
Sam Lee principe cinese,1930,Drama,93
Song o' My Heart,1930,Drama,85
La moglie di quella notte,1930,Crime,65
Soup to Nuts,1930,Comedy,70
Sotto i tetti di Parigi,1930,Comedy,96
Spring Is Here,1930,Comedy,69
Street of Chance,1930,Crime,75
Sunny,1930,Musical,78
Sweet Kitty Bellairs,1930,Musical,63
The Texan,1930,Adventure,79
They Learned About Women,1930,Musical,95
Agente segreto Z1,1930,Drama,71
Tom Sawyer,1930,Adventure,86
Tonka Sibenice,1930,Drama,85
Top Speed,1930,Comedy,80
True to the Navy,1930,Action,71
The Truth About Youth,1930,Drama,69
The Unholy Three,1930,Crime,72
Risalendo il fiume,1930,Comedy,92
Se io fossi re,1930,Musical,104
Peccato virtuoso,1930,Drama,80
War Nurse,1930,Drama,81
Cow boy per forza,1930,Action,71
Way for a Sailor,1930,Romance,85
Westfront,1930,Drama,75
Whoopee!,1930,Comedy,93
Wide Open,1930,Comedy,69
The Widow from Chicago,1930,Crime,64
Young Man of Manhattan,1930,Comedy,79
La terra,1930,Drama,75
L'âge d'or,1930,Comedy,60
24 Hours,1931,Drama,66
Alam Ara,1931,Drama,124
Alexander Hamilton,1931,Biography,70
Alice in Wonderland,1931,Fantasy,55
Ambassador Bill,1931,Comedy,70
Una tragedia americana,1931,Crime,96
Are These Our Children,1931,Drama,84
Un popolo muore,1931,Drama,108
Bachelor Apartment,1931,Comedy,76
The Bachelor Father,1931,Comedy,90
Bad Girl,1931,Drama,90
The Bad Sister,1931,Drama,68
Beauty and the Boss,1932,Comedy,66
Behind Office Doors,1931,Drama,82
Montagne in fiamme,1931,Drama,109
Berlin Alexanderplatz,1931,Crime,90
Amor mio tradiscimi!,1931,Romance,75
Il grande gioco,1931,Crime,65
Il cammello nero,1931,Crime,71
La bionda e l'avventuriero,1931,Comedy,79
Bomben auf Monte Carlo,1931,Comedy,111
Passione di mamma,1931,Drama,81
La trovatella,1931,Comedy,60
Broadminded,1931,Comedy,65
Los calaveras,1931,Comedy,63
Caught Plastered,1931,Comedy,68
Il campione,1931,Drama,86
La beffa dell'amore,1931,Drama,72
La crociera del delitto,1931,Mystery,76
The Cheat,1931,Drama,74
La cagna,1931,Crime,91
Chinatown After Dark,1931,Crime,59
I pionieri del West,1931,Drama,123
Luci della città,1931,Comedy,87
Le vie della città,1931,Crime,83
Coeur de lilas,1932,Crime,90
The Common Law,1931,Romance,74
Un americano alla corte di Re Artù,1931,Comedy,95
Consolation Marriage,1931,Drama,81
Corsair,1931,Adventure,75
Cracked Nuts,1931,Comedy,65
Codice penale,1930,Crime,97
La rumba dell'amore,1931,Musical,86
Papà gambalunga,1931,Comedy,80
La via del male,1931,Crime,80
Just a Gigolo,1931,Comedy,66
Daughter of the Dragon,1931,Crime,70
La piccola amica,1931,Drama,85
La piccola emigrante,1931,Comedy,106
Devotion,1931,Comedy,81
Dirigibile,1931,Adventure,100
Don't Bet on Women,1931,Comedy,70
Dracula,1931,Drama,75
Drácula,1931,Drama,104
L'opera da tre soldi,1931,Comedy,112
The Drums of Jeopardy,1931,Crime,75
The Easiest Way,1931,Drama,73
Ripudiata,1931,Drama,102
Borneo selvaggio,1931,Adventure,77
The Heart of New York,1932,Comedy,73
La terribile armata,1931,Adventure,75
Everything's Rosie,1931,Comedy,67
Expensive Women,1931,Drama,60
The False Madonna,1931,Crime,70
50 Million Frenchmen,1931,Comedy,74
L'ultima carovana,1931,Romance,92
La fine del mondo,1931,Sci-Fi,105
The Finger Points,1931,Crime,90
Five Star Final,1931,Crime,89
Five and Ten,1931,Drama,89
Flying High,1931,Comedy,80
Frankenstein,1931,Drama,70
Io amo,1931,Crime,93
La sfinge dell'amore,1931,Drama,68
The Front Page,1931,Comedy,101
The Galloping Ghost,1931,Action,226
Il bel capitano,1931,Drama,67
Gentleman's Fate,1931,Crime,90
Ragazze per la città,1931,Comedy,80
God's Gift to Women,1931,Comedy,72
I guai della celebrità,1932,Comedy,79
Tante donne e nessuna,1931,Drama,71
The Great Meadow,1931,Drama,75
The Guardsman,1931,Comedy,82
The Guilty Generation,1931,Crime,82
Mani colpevoli,1931,Drama,69
Her Majesty Love,1931,Comedy,75
Il capitano,1931,Drama,76
A Holy Terror,1931,Action,53
Honor Among Lovers,1931,Drama,75
The Hot Heiress,1931,Comedy,79
La sposa nella tempesta,1931,Drama,70
Hyppolit a lakáj,1931,Comedy,72
I Like Your Nerve,1931,Comedy,70
I Take This Woman,1931,Drama,72
Illicit,1931,Drama,79
Indiscreet,1931,Comedy,92
La modella,1931,Drama,74
Iron Man,1931,Drama,73
La tragedia della miniera,1931,Drama,93
Kept Husbands,1931,Drama,76
Kiki,1931,Musical,87
Kiss Me Again,1931,Musical,75
Il congresso si diverte,1931,Comedy,85
Ladies of the Big House,1931,Crime,77
Ladies' Man,1931,Drama,70
The Lady Refuses,1931,Drama,72
Signorina e la barba,1931,Comedy,75
The Last Flight,1931,Drama,76
Laugh and Get Rich,1931,Comedy,72
Laughing Sinners,1931,Drama,72
L'allegro tenente,1931,Comedy,83
Limite,1931,Drama,114
Local Boy Makes Good,1931,Action,68
Lonely Wives,1931,Comedy,85
M - Il mostro di Düsseldorf,1931,Crime,117
The Mad Genius,1931,Drama,81
Madamu to nyôbô,1931,Comedy,64
Il falcone maltese,1931,Crime,80
The Man in Possession,1931,Comedy,84
Man of the World,1931,Drama,74
Manhattan Parade,1931,Comedy,75
L'uomo che cerca il suo assassino,1931,Comedy,97
Marius,1931,Comedy,130
Arizona,1931,Drama,70
Men Call It Love,1931,Drama,72
Men with Wings,1938,Action,105
Millie,1931,Drama,85
Il milione,1931,Musical,81
The Millionaire,1931,Drama,80
La donna del miracolo,1931,Drama,90
Monkey Business - Quattro folli in alto mare,1931,Comedy,77
Murder at Midnight,1931,Crime,69
Murder by the Clock,1931,Horror,76
L'eterna vicenda,1931,Drama,72
My Sin,1931,Drama,80
L'agguato dei sottomarini,1931,Comedy,87
Ragazze in uniforme,1931,Drama,88
Il delitto Karamazov,1931,Drama,93
Birichina del gran mondo,1930,Comedy,56
La voce del sangue,1931,Drama,79
New Adventures of Get-Rich-Quick Wallingford,1931,Comedy,95
Niemandsland,1931,Drama,93
L'angelo bianco,1931,Comedy,72
Oatsurae Jirôkichi koshi,1931,Action,80
Sola,1931,Drama,90
La purga al lupo,1931,Comedy,46
L'opéra de quat'sous,1931,Comedy,104
Other Men's Women,1931,Drama,71
The Painted Desert,1931,Western,79
Il re dei chiromanti,1931,Comedy,77
Muraglie,1931,Comedy,56
Io... e le donne,1931,Comedy,73
Peach O'Reno,1931,Comedy,63
Penrod and Sam,1931,Drama,71
Il fantasma di Parigi,1931,Drama,74
The Phantom,1931,Horror,62
La donna di platino,1931,Comedy,89
Lo sciopero delle mogli,1931,Comedy,73
Politiquerías,1931,Comedy,56
L'amante,1931,Drama,76
Private Lives,1931,Comedy,84
L'elegante giustiziere,1931,Crime,69
Nemico pubblico,1931,Crime,83
Il cammino verso la vita,1931,Drama,119
Quick Millions,1931,Crime,72
The Range Feud,1931,Action,64
Rebound,1931,Drama,89
The Reckless Hour,1931,Drama,71
Istituto di bellezza,1931,Comedy,77
Scarlet Dawn,1932,Drama,58
The Right of Way,1931,Drama,68
The Road to Singapore,1931,Drama,69
The Royal Bed,1931,Comedy,75
The Ruling Voice,1931,Crime,76
L'isola della perdizione,1931,Crime,73
Santa,1932,Drama,81
In fondo ai mari,1931,Action,90
The Secret 6,1931,Crime,83
Il richiamo dei figli,1931,Drama,96
The Sleeping Cardinal,1931,Crime,84
Side Show,1931,Comedy,66
Il milionario,1931,Comedy,74
Il fallo di Madelon Claudet,1931,Drama,75
Sit Tight,1931,Comedy,74
Fiamma d'amore,1931,Drama,85
Skippy,1931,Comedy,85
Smart Money,1931,Crime,81
Smart Woman,1931,Comedy,68
A Soldier's Plaything,1930,Comedy,56
Il figlio dell'India,1931,Drama,73
The Speckled Band,1931,Crime,90
Puro sangue,1931,Drama,82
Naturich la moglie indiana,1931,Western,107
The Star Witness,1931,Drama,68
Stepping Out,1931,Comedy,73
Stolen Heaven,1931,Drama,76
Volubilità,1931,Drama,81
Palcoscenico nella strada,1931,Drama,80
Strictly Dishonorable,1931,Comedy,91
The Struggle,1931,Drama,87
Tempeste sul Monte Bianco,1930,Adventure,93
Cortigiana,1931,Drama,76
Svengali,1931,Drama,81
Tabù,1931,Drama,86
Il marito ricco,1931,Drama,83
Dieci soldi a danza,1931,Crime,75
This Modern Age,1931,Comedy,68
Three Who Loved,1931,Drama,64
The Tip-Off,1931,Comedy,71
Il coro di Tokyo,1931,Comedy,90
Tonight or Never,1931,Comedy,80
Trader Horn,1931,Action,122
Transatlantico,1931,Comedy,78
Transgression,1931,Drama,70
Under Eighteen,1931,Drama,80
Nell'oasi del terrore,1931,Crime,74
La ditta innamorata,1932,Comedy,73
Balenieri della Viking,1931,Adventure,70
La donna che non si deve amare,1931,Drama,81
Way Back Home,1931,Comedy,81
A Woman of Experience,1931,Drama,74
Il passaporto giallo,1931,Adventure,88
A me la libertà,1931,Comedy,104
After Tomorrow,1932,Drama,79
The Age of Consent,1932,Drama,63
L'aeroporto del deserto,1932,Adventure,84
Il segreto del dottore,1932,Drama,61
La follia della metropoli,1932,Drama,75
The Animal Kingdom,1932,Comedy,85
Are You Listening?,1932,Drama,73
Arsenio Lupin,1932,Crime,84
Come tu mi vuoi,1932,Drama,70
L'accusa,1932,Crime,70
La donna proibita,1932,Drama,93
Il pericolo pubblico n. 1,1932,Crime,86
Behind the Mask,1932,Crime,68
The Big Broadcast,1932,Comedy,80
Big City Blues,1932,Comedy,63
The Big Stampede,1932,Western,54
The Big Timer,1932,Drama,72
Febbre di vivere,1932,Drama,70
Luana la vergine sacra,1932,Adventure,80
La bella maledetta,1932,Drama,85
La cronaca degli scandali,1932,Drama,80
Venere bionda,1932,Drama,93
Sogno biondo,1932,Comedy,98
Blondie of the Follies,1932,Comedy,91
Boudu salvato dalle acque,1932,Comedy,85
L'uomo che ho ucciso,1932,Drama,76
#NAME?,1932,Comedy,77
L'espresso blu,1932,Mystery,65
Tentazioni,1932,Drama,78
Sangue ribelle,1932,Drama,88
La diga della morte,1932,Adventure,62
Il giardino del diavolo,1932,Crime,58
Chandu the Magician,1932,Action,71
Charlie Chan's Chance,1932,Mystery,73
Silenzio sublime,1932,Crime,73
I conquistatori,1932,Drama,86
The Crash,1932,Drama,58
Les croix de bois,1932,Drama,115
The Crooked Circle,1932,Comedy,70
Crooner,1932,Comedy,68
L'urlo della folla,1932,Action,85
Infedele,1932,Drama,75
Dancers in the Dark,1932,Drama,74
The Dark Horse,1932,Comedy,75
Il diavolo nell'abisso,1932,Drama,78
Divorce in the Family,1932,Drama,81
Il dottor X,1932,Comedy,76
Downstairs,1932,Drama,77
Il dottor Jekyll,1931,Horror,98
Ingratitudine,1932,Drama,72
The Expert,1932,Comedy,68
Estasi,1933,Drama,82
FP 1 non risponde,1932,Sci-Fi,114
Faithless,1932,Drama,77
The Famous Ferguson Case,1932,Crime,74
Fanny,1932,Comedy,140
Addio alle armi,1932,Drama,80
Il levriero del mare,1932,Comedy,82
The Final Edition,1932,Crime,66
Fireman Save My Child!,1932,Comedy,67
Carne,1932,Drama,96
Proibito,1932,Drama,85
Freaks,1932,Drama,64
Amore e sport,1932,Drama,64
Lo squadrone si diverte,1932,Comedy,85
Ghost Valley,1932,Romance,54
Girl Crazy,1932,Comedy,74
The Girl from Chicago,1932,Crime,70
Grand Hotel,1932,Drama,112
The Greeks Had a Word for Them,1932,Comedy,79
Lursmani cheqmashi,1931,Drama,53
La verità seminuda,1932,Comedy,77
L'uomo dalla scure,1932,Crime,74
Haunted Gold,1932,Action,58
I demoni dell'aria,1931,Adventure,109
Hell's Highway,1932,Action,62
Hell's House,1932,Drama,72
Atlantide,1932,Fantasy,87
High Pressure,1932,Comedy,73
Hold 'Em Jail,1932,Comedy,66
I fratelli Marx al college,1932,Comedy,68
Hot Saturday,1932,Drama,73
Huddle,1932,Drama,103
Uragano express,1932,Action,227
Io sono un evaso,1932,Crime,92
Se avessi un milione,1932,Comedy,88
The Impatient Maiden,1932,Comedy,80
Is My Face Red?,1932,Action,66
Ivan,1932,Drama,102
L'avventura di Teri,1932,Comedy,68
Il re dell'arena,1932,Comedy,96
The King Murder,1932,Mystery,67
Kongo,1932,Drama,86
Kuhle Wampe oder: Wem gehört die Welt?,1932,Drama,71
Ladies of the Jury,1932,Comedy,63
Cuore d'amanti,1932,Drama,84
Lady with a Past,1932,Comedy,80
L'ora tragica,1932,Crime,75
L'agonia di una stirpe,1932,Action,231
Law and Order,1932,Western,75
Lawyer Man,1932,Drama,72
Ritorno,1932,Drama,84
L'angelo della vita,1932,Drama,71
The Lodger,1932,Action,85
L'ultima squadriglia,1932,Drama,79
Love Affair,1932,Drama,68
Love Is a Racket,1932,Comedy,72
Amami stanotte,1932,Comedy,104
Lovers Courageous,1932,Drama,77
Madame Butterfly,1932,Drama,86
Make Me a Star,1932,Comedy,86
Man Wanted,1932,Romance,62
The Man Who Played God,1932,Drama,80
Manhattan Tower,1932,Drama,67
Maria leggenda ungherese,1932,Drama,150
The Mask of Fu Manchu,1932,Adventure,68
Mata Hari,1931,Crime,89
The Match King,1932,Drama,79
Io e la mia ragazza,1932,Comedy,79
Men of America,1932,Crime,58
Men of Chance,1931,Drama,67
Merrily We Go to Hell,1932,Comedy,78
The Midnight Warning,1932,Mystery,63
Gambe da un milione di dollari,1932,Comedy,64
The Miracle Man,1932,Drama,85
Miss Pinkerton,1932,Comedy,66
The Monster Walks,1932,Horror,63
La pericolosa partita,1932,Action,63
The Mouthpiece,1932,Drama,86
Follie del cinema,1932,Comedy,84
Il signor Robinson Crosuè,1932,Action,76
La mummia,1932,Fantasy,73
Murder at Dawn,1932,Crime,62
Il dottor Miracolo,1932,Crime,61
Nasanunaka,1932,Drama,79
New Morals for Old,1932,Drama,75
Night After Night,1932,Comedy,73
Night Court,1932,Crime,92
Night World,1932,Drama,58
Nessun uomo le appartiene,1932,Drama,85
No More Orchids,1932,Drama,71
La notte dell'incrocio,1932,Crime,75
Numero diciassette,1932,Crime,66
The Old Dark House,1932,Comedy,72
Once in a Lifetime,1932,Comedy,91
Un'ora d'amore,1932,Comedy,78
Amanti senza domani,1932,Comedy,67
La sperduta di Panama,1932,Adventure,73
Chi la dura la vince,1932,Comedy,73
Payment Deferred,1932,Crime,81
Penguin Pool Murder,1932,Comedy,70
Il lampo,1932,Mystery,70
The Phantom President,1932,Comedy,78
The Phantom of Crestwood,1932,Crime,76
Play Girl,1932,Drama,60
Pel di carota,1932,Drama,91
Polly of the Circus,1932,Comedy,69
Prestigio di razza,1931,Adventure,71
Prosperity,1932,Comedy,87
The Purchase Price,1932,Comedy,68
Pioggia,1932,Drama,94
